"Series Description","SPOT EXCHANGE RATE - EURO AREA ","UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","CHINA -- SPOT EXCHANGE RATE, YUAN/US$ P.R. ","JAPAN -- SPOT EXCHANGE RATE, YEN/US$ ","SWITZERLAND -- SPOT EXCHANGE RATE, FRANCS/US$ "
"Unit:","Currency:_Per_EUR","Currency:_Per_GBP","Currency:_Per_USD","Currency:_Per_USD","Currency:_Per_USD"
"Multiplier:","1","0.00999999978","1","1","1"
"Currency:","USD","USD","CNY","JPY","CHF"
"Unique Identifier: ","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.SZ"
"Time Period","RXI$US_N.B.EU","RXI$US_N.B.UK","RXI_N.B.CH","RXI_N.B.JA","RXI_N.B.SZ"
2011-04-12,1.4455,1.6263,6.5402,83.7900,0.8980
2011-04-13,1.4477,1.6285,6.5333,83.5900,0.8939
2011-04-14,1.4464,1.6350,6.5310,83.2300,0.8924
2011-04-15,1.4443,1.6325,6.5317,83.1300,0.8935
2011-04-18,1.4211,1.6229,6.5286,82.4300,0.8986
2011-04-19,1.4319,1.6315,6.5303,82.4100,0.8990
2011-04-20,1.4513,1.6405,6.5254,82.5800,0.8914
2011-04-21,1.4585,1.6572,6.4920,81.8100,0.8821
2011-04-22,1.4545,1.6517,6.5067,81.9200,0.8865
2011-04-25,1.4576,1.6497,6.5277,81.9300,0.8806
2011-04-26,1.4625,1.6465,6.5270,81.9300,0.8803
2011-04-27,1.4659,1.6530,6.5112,82.6000,0.8807
2011-04-28,1.4785,1.6636,6.5010,81.5700,0.8736
2011-04-29,1.4821,1.6691,6.4900,81.3100,0.8666
2011-05-02,1.4870,1.6690,6.4920,81.2300,0.8640
2011-05-03,1.4875,1.6536,6.4955,81.0200,0.8609
2011-05-04,1.4859,1.6524,6.4925,80.6900,0.8582
2011-05-05,1.4583,1.6427,6.4931,80.1200,0.8698
2011-05-06,1.4495,1.6417,6.4925,80.5100,0.8732
2011-05-09,1.4301,1.6338,6.4937,80.6600,0.8753
2011-05-10,1.4358,1.6331,6.4915,80.7500,0.8805
2011-05-11,1.4269,1.6412,6.4915,80.7800,0.8846
2011-05-12,1.4229,1.6290,6.4986,80.7500,0.8842
2011-05-13,1.4141,1.6179,6.4977,80.7600,0.8907
2011-05-16,1.4219,1.6240,6.5073,80.8200,0.8818
2011-05-17,1.4155,1.6206,6.5057,81.3900,0.8848
2011-05-18,1.4270,1.6148,6.5029,81.3700,0.8792
2011-05-19,1.4254,1.6179,6.5042,81.7800,0.8840
2011-05-20,1.4172,1.6222,6.4917,81.6400,0.8776
2011-05-23,1.4015,1.6102,6.5050,81.8100,0.8831
2011-05-24,1.4107,1.6185,6.4990,82.1200,0.8800
2011-05-25,1.4102,1.6277,6.4930,81.9600,0.8720
2011-05-26,1.4088,1.6346,6.4913,81.4400,0.8666
2011-05-27,1.4287,1.6494,6.4920,80.7500,0.8520
2011-05-30,ND,ND,ND,ND,ND
2011-05-31,1.4376,1.6439,6.4786,81.2900,0.8525
2011-06-01,1.4431,1.6391,6.4780,80.8200,0.8401
2011-06-02,1.4426,1.6325,6.4824,80.9800,0.8438
2011-06-03,1.4604,1.6397,6.4796,80.3800,0.8352
2011-06-06,1.4620,1.6362,6.4796,80.1900,0.8360
2011-06-07,1.4675,1.6444,6.4810,80.2100,0.8388
2011-06-08,1.4587,1.6381,6.4754,79.8700,0.8369
2011-06-09,1.4534,1.6382,6.4757,80.0700,0.8412
2011-06-10,1.4365,1.6254,6.4801,80.2600,0.8419
2011-06-13,1.4368,1.6308,6.4830,80.1600,0.8369
2011-06-14,1.4473,1.6388,6.4794,80.5000,0.8444
2011-06-15,1.4221,1.6218,6.4820,80.7100,0.8508
2011-06-16,1.4155,1.6130,6.4746,80.7000,0.8507
2011-06-17,1.4326,1.6186,6.4700,80.1000,0.8462
2011-06-20,1.4320,1.6206,6.4720,80.2600,0.8416
2011-06-21,1.4399,1.6232,6.4650,80.1500,0.8433
2011-06-22,1.4403,1.6131,6.4628,80.0600,0.8356
2011-06-23,1.4166,1.5977,6.4676,80.4500,0.8379
2011-06-24,1.4189,1.5985,6.4737,80.3200,0.8373
2011-06-27,1.4282,1.5972,6.4815,80.8900,0.8367
2011-06-28,1.4368,1.6016,6.4699,80.8500,0.8298
2011-06-29,1.4428,1.6070,6.4633,80.8000,0.8349
2011-06-30,1.4523,1.6067,6.4635,80.6400,0.8413
2011-07-01,1.4508,1.6070,6.4645,80.8100,0.8479
2011-07-04,ND,ND,ND,ND,ND
2011-07-05,1.4470,1.6085,6.4660,81.1400,0.8452
2011-07-06,1.4329,1.5998,6.4670,80.9000,0.8393
2011-07-07,1.4349,1.5967,6.4655,81.2600,0.8440
2011-07-08,1.4251,1.6030,6.4645,80.6400,0.8376
2011-07-11,1.4034,1.5932,6.4671,80.3700,0.8351
2011-07-12,1.4014,1.5940,6.4720,79.5300,0.8335
2011-07-13,1.4167,1.6111,6.4675,78.9900,0.8213
2011-07-14,1.4182,1.6125,6.4590,79.1100,0.8167
2011-07-15,1.4156,1.6149,6.4610,79.0300,0.8158
2011-07-18,1.4042,1.6024,6.4688,79.1000,0.8177
2011-07-19,1.4156,1.6135,6.4631,78.9100,0.8166
2011-07-20,1.4188,1.6139,6.4581,78.7600,0.8204
2011-07-21,1.4372,1.6301,6.4535,78.4700,0.8172
2011-07-22,1.4366,1.6319,6.4464,78.4400,0.8166
2011-07-25,1.4357,1.6285,6.4450,78.3100,0.8062
2011-07-26,1.4495,1.6392,6.4411,78.0400,0.8027
2011-07-27,1.4373,1.6357,6.4428,77.9900,0.8023
2011-07-28,1.4303,1.6338,6.4418,77.8700,0.8041
2011-07-29,1.4388,1.6455,6.4360,77.1800,0.7881
2011-08-01,1.4202,1.6278,6.4337,76.8700,0.7813
2011-08-02,1.4232,1.6287,6.4379,77.1300,0.7712
2011-08-03,1.4320,1.6406,6.4340,76.8700,0.7660
2011-08-04,1.4158,1.6308,6.4377,79.0100,0.7674
2011-08-05,1.4158,1.6362,6.4401,78.4800,0.7600
2011-08-08,1.4241,1.6354,6.4342,77.5300,0.7553
2011-08-09,1.4242,1.6194,6.4304,77.1600,0.7313
2011-08-10,1.4193,1.6169,6.4172,76.4100,0.7296
2011-08-11,1.4230,1.6228,6.3935,76.6800,0.7559
2011-08-12,1.4239,1.6284,6.3892,76.7900,0.7711
2011-08-15,1.4452,1.6387,6.3902,76.7300,0.7802
2011-08-16,1.4421,1.6424,6.3818,76.7600,0.7926
2011-08-17,1.4436,1.6591,6.3839,76.4600,0.7891
2011-08-18,1.4320,1.6489,6.3873,76.5200,0.7904
2011-08-19,1.4408,1.6544,6.3910,76.4600,0.7856
2011-08-22,1.4384,1.6452,6.4004,76.7700,0.7877
2011-08-23,1.4431,1.6509,6.3975,76.5900,0.7891
2011-08-24,1.4402,1.6375,6.3880,76.7800,0.7950
2011-08-25,1.4380,1.6289,6.3900,77.3800,0.7959
2011-08-26,1.4463,1.6321,6.3860,76.6200,0.8055
2011-08-29,1.4510,1.6398,6.3809,76.9600,0.8188
2011-08-30,1.4435,1.6279,6.3802,76.7500,0.8173
2011-08-31,1.4406,1.6269,6.3778,76.5000,0.8038
2011-09-01,1.4283,1.6179,6.3812,76.8100,0.7951
2011-09-02,1.4203,1.6190,6.3821,76.7900,0.7862
2011-09-05,ND,ND,ND,ND,ND
2011-09-06,1.3999,1.5954,6.3901,77.4800,0.8593
2011-09-07,1.4058,1.5948,6.3940,77.3900,0.8599
2011-09-08,1.3947,1.6021,6.3833,77.4300,0.8714
2011-09-09,1.3666,1.5870,6.3880,77.3100,0.8840
2011-09-12,1.3635,1.5814,6.3877,77.1500,0.8834
2011-09-13,1.3680,1.5805,6.3970,76.8800,0.8795
2011-09-14,1.3710,1.5773,6.3910,76.7100,0.8772
2011-09-15,1.3858,1.5808,6.3904,76.7000,0.8705
2011-09-16,1.3783,1.5802,6.3833,76.8900,0.8753
2011-09-19,1.3636,1.5674,6.3864,76.4800,0.8839
2011-09-20,1.3697,1.5718,6.3837,76.5200,0.8879
2011-09-21,1.3724,1.5619,6.3811,76.3800,0.8932
2011-09-22,1.3446,1.5358,6.3879,76.3100,0.9073
2011-09-23,1.3518,1.5475,6.3877,76.3000,0.9035
2011-09-26,1.3516,1.5553,6.3975,76.3500,0.9022
2011-09-27,1.3606,1.5681,6.3975,76.6000,0.8959
2011-09-28,1.3628,1.5648,6.3933,76.5100,0.8955
2011-09-29,1.3639,1.5685,6.3964,76.6800,0.8947
2011-09-30,1.3449,1.5624,6.3780,77.0400,0.9048
2011-10-03,1.3281,1.5474,6.3745,76.6600,0.9151
2011-10-04,1.3294,1.5403,6.3745,76.8600,0.9223
2011-10-05,1.3328,1.5436,6.3745,76.8600,0.9228
2011-10-06,1.3408,1.5398,6.3780,76.6400,0.9219
2011-10-07,1.3512,1.5628,6.3745,76.7700,0.9151
2011-10-10,ND,ND,ND,ND,ND
2011-10-11,1.3657,1.5594,6.3745,76.6600,0.9065
2011-10-12,1.3805,1.5757,6.3580,77.3000,0.8944
2011-10-13,1.3730,1.5729,6.3820,76.8800,0.9000
2011-10-14,1.3861,1.5808,6.3780,77.3600,0.8934
2011-10-17,1.3770,1.5778,6.3695,76.8000,0.8979
2011-10-18,1.3719,1.5654,6.3804,76.7500,0.9012
2011-10-19,1.3775,1.5799,6.3769,76.7900,0.9022
2011-10-20,1.3672,1.5726,6.3825,76.9100,0.9002
2011-10-21,1.3873,1.5945,6.3823,76.1000,0.8852
2011-10-24,1.3932,1.5986,6.3744,76.1000,0.8804
2011-10-25,1.3911,1.5994,6.3605,75.8800,0.8794
2011-10-26,1.3838,1.5905,6.3534,76.0500,0.8841
2011-10-27,1.4172,1.6081,6.3590,75.8000,0.8609
2011-10-28,1.4164,1.6130,6.3570,75.7200,0.8625
2011-10-31,1.3947,1.6141,6.3547,77.9700,0.8706
2011-11-01,1.3676,1.5946,6.3547,78.2800,0.8901
2011-11-02,1.3803,1.5974,6.3550,78.0400,0.8808
2011-11-03,1.3744,1.5959,6.3513,77.9600,0.8834
2011-11-04,1.3761,1.6026,6.3400,78.1700,0.8880
2011-11-07,1.3744,1.6024,6.3481,78.0600,0.9012
2011-11-08,1.3785,1.6076,6.3462,77.7900,0.8966
2011-11-09,1.3596,1.5958,6.3401,77.7700,0.9060
2011-11-10,1.3600,1.5935,6.3454,77.5800,0.9058
2011-11-11,ND,ND,ND,ND,ND
2011-11-14,1.3625,1.5899,6.3536,77.0200,0.9072
2011-11-15,1.3524,1.5818,6.3464,76.9900,0.9177
2011-11-16,1.3505,1.5770,6.3445,77.0200,0.9169
2011-11-17,1.3522,1.5801,6.3505,76.9800,0.9167
2011-11-18,1.3521,1.5783,6.3565,76.9300,0.9159
2011-11-21,1.3525,1.5662,6.3603,76.9700,0.9158
2011-11-22,1.3500,1.5646,6.3605,77.0700,0.9145
2011-11-23,1.3347,1.5511,6.3576,77.4100,0.9202
2011-11-24,ND,ND,ND,ND,ND
2011-11-25,1.3244,1.5467,6.3802,77.6600,0.9289
2011-11-28,1.3334,1.5538,6.3839,78.0500,0.9215
2011-11-29,1.3343,1.5625,6.3769,77.8600,0.9194
2011-11-30,1.3453,1.5705,6.3765,77.5800,0.9106
2011-12-01,1.3487,1.5698,6.3655,77.6000,0.9135
2011-12-02,1.3386,1.5592,6.3596,77.8800,0.9219
2011-12-05,1.3463,1.5689,6.3629,77.7700,0.9179
2011-12-06,1.3397,1.5580,6.3645,77.7300,0.9267
2011-12-07,1.3386,1.5691,6.3642,77.6900,0.9251
2011-12-08,1.3324,1.5635,6.3618,77.6700,0.9275
2011-12-09,1.3368,1.5642,6.3641,77.5800,0.9243
2011-12-12,1.3188,1.5597,6.3604,77.8700,0.9360
2011-12-13,1.3094,1.5528,6.3648,77.8600,0.9418
2011-12-14,1.2972,1.5445,6.3710,78.0800,0.9530
2011-12-15,1.3013,1.5486,6.3733,77.8700,0.9402
2011-12-16,1.3025,1.5514,6.3479,77.6500,0.9372
2011-12-19,1.3017,1.5531,6.3376,77.9600,0.9364
2011-12-20,1.3076,1.5674,6.3459,77.7600,0.9309
2011-12-21,1.3040,1.5680,6.3386,78.0000,0.9378
2011-12-22,1.3045,1.5667,6.3392,78.1300,0.9368
2011-12-23,1.3040,1.5615,6.3364,78.1300,0.9379
2011-12-26,ND,ND,ND,ND,ND
2011-12-27,1.3074,1.5671,6.3210,77.8300,0.9339
2011-12-28,1.2926,1.5478,6.3211,77.9800,0.9430
2011-12-29,1.2952,1.5386,6.3187,77.7100,0.9412
2011-12-30,1.2973,1.5537,6.2939,76.9800,0.9374
2012-01-02,ND,ND,ND,ND,ND
2012-01-03,1.3061,1.5655,6.2940,76.6700,0.9319
2012-01-04,1.2930,1.5638,6.2941,76.6800,0.9417
2012-01-05,1.2783,1.5480,6.3013,77.1800,0.9528
2012-01-06,1.2723,1.5431,6.3088,77.0600,0.9555
2012-01-09,1.2745,1.5436,6.3143,76.8800,0.9520
2012-01-10,1.2782,1.5489,6.3141,76.8400,0.9486
2012-01-11,1.2686,1.5325,6.3149,76.9000,0.9554
2012-01-12,1.2818,1.5325,6.3177,76.7600,0.9444
2012-01-13,1.2682,1.5301,6.3065,76.9000,0.9534
2012-01-16,ND,ND,ND,ND,ND
2012-01-17,1.2740,1.5356,6.3136,76.8000,0.9492
2012-01-18,1.2825,1.5410,6.3109,76.8100,0.9427
2012-01-19,1.2937,1.5484,6.3162,77.2300,0.9335
2012-01-20,1.2948,1.5540,6.3330,76.9700,0.9327
2012-01-23,1.3035,1.5582,6.3330,76.9200,0.9268
2012-01-24,1.3004,1.5595,6.3330,77.7800,0.9290
2012-01-25,1.2978,1.5570,6.3330,78.1300,0.9310
2012-01-26,1.3152,1.5706,6.3330,77.4700,0.9174
2012-01-27,1.3192,1.5716,6.3330,76.6800,0.9142
2012-01-30,1.3123,1.5690,6.3310,76.2800,0.9178
2012-01-31,1.3053,1.5754,6.3080,76.3400,0.9220
2012-02-01,1.3179,1.5849,6.3076,76.1100,0.9141
2012-02-02,1.3167,1.5813,6.3017,76.1300,0.9144
2012-02-03,1.3106,1.5779,6.3027,76.5400,0.9208
2012-02-06,1.3130,1.5832,6.3120,76.5400,0.9188
2012-02-07,1.3244,1.5891,6.3046,76.8800,0.9129
2012-02-08,1.3253,1.5820,6.2938,76.9000,0.9126
2012-02-09,1.3297,1.5838,6.2947,77.4200,0.9103
2012-02-10,1.3187,1.5748,6.2991,77.5700,0.9176
2012-02-13,1.3211,1.5780,6.2972,77.5200,0.9149
2012-02-14,1.3149,1.5691,6.2995,78.3900,0.9185
2012-02-15,1.3087,1.5710,6.2998,78.2200,0.9223
2012-02-16,1.3110,1.5795,6.3014,78.7700,0.9209
2012-02-17,1.3149,1.5813,6.2985,79.3300,0.9180
2012-02-20,ND,ND,ND,ND,ND
2012-02-21,1.3255,1.5796,6.2960,79.7300,0.9114
2012-02-22,1.3251,1.5677,6.2960,80.3000,0.9107
2012-02-23,1.3308,1.5700,6.2980,80.2100,0.9059
2012-02-24,1.3463,1.5869,6.2976,80.8800,0.8949
2012-02-27,1.3410,1.5845,6.3012,80.4200,0.8987
2012-02-28,1.3452,1.5887,6.2989,80.4400,0.8961
2012-02-29,1.3359,1.5951,6.2935,81.1000,0.9023
2012-03-01,1.3320,1.5953,6.3001,81.1600,0.9051
2012-03-02,1.3202,1.5852,6.2982,81.5600,0.9134
2012-03-05,1.3226,1.5870,6.3066,81.4300,0.9116
2012-03-06,1.3114,1.5720,6.3082,80.8600,0.9186
2012-03-07,1.3149,1.5746,6.3097,81.0600,0.9169
2012-03-08,1.3256,1.5822,6.3159,81.5000,0.9092
2012-03-09,1.3108,1.5677,6.3109,82.5900,0.9200
2012-03-12,1.3141,1.5615,6.3258,82.2100,0.9177
2012-03-13,1.3109,1.5736,6.3266,82.6600,0.9198
2012-03-14,1.3025,1.5686,6.3315,83.7800,0.9313
2012-03-15,1.3070,1.5669,6.3282,83.2800,0.9236
2012-03-16,1.3171,1.5845,6.3222,83.3400,0.9160
2012-03-19,1.3242,1.5894,6.3191,83.3100,0.9109
2012-03-20,1.3222,1.5857,6.3203,83.6200,0.9122
2012-03-21,1.3190,1.5848,6.3226,83.6200,0.9143
2012-03-22,1.3194,1.5807,6.2990,82.5000,0.9136
2012-03-23,1.3263,1.5864,6.3021,82.3500,0.9085
2012-03-26,1.3328,1.5939,6.3139,82.8400,0.9041
2012-03-27,1.3336,1.5972,6.3061,83.1500,0.9038
2012-03-28,1.3300,1.5855,6.3044,82.7400,0.9064
2012-03-29,1.3265,1.5911,6.3057,82.2800,0.9084
2012-03-30,1.3334,1.5985,6.2975,82.4100,0.9026
2012-04-02,1.3325,1.6022,6.2979,82.1600,0.9037
2012-04-03,1.3337,1.5966,6.2975,82.1800,0.9024
2012-04-04,1.3126,1.5879,6.2975,82.6200,0.9168
2012-04-05,1.3064,1.5822,6.3123,82.3300,0.9200
2012-04-06,1.3089,1.5877,6.3052,81.5600,0.9176
2012-04-09,1.3087,1.5879,6.3100,81.3600,0.9180
2012-04-10,1.3068,1.5836,6.3105,80.9400,0.9195
2012-04-11,1.3104,1.5892,6.3076,80.8800,0.9165
2012-04-12,1.3171,1.5939,6.3069,80.8700,0.9125
2012-04-13,1.3082,1.5851,6.3022,80.9900,0.9189
2012-04-16,1.3067,1.5865,6.3150,80.4600,0.9199
2012-04-17,1.3123,1.5931,6.3015,80.7200,0.9156
2012-04-18,1.3122,1.6020,6.3026,81.2900,0.9162
2012-04-19,1.3132,1.6058,6.3029,81.5700,0.9155
2012-04-20,1.3212,1.6123,6.3080,81.6000,0.9095
2012-04-23,1.3129,1.6102,6.3084,81.1600,0.9152
2012-04-24,1.3207,1.6135,6.3073,81.2100,0.9098
2012-04-25,1.3210,1.6146,6.3039,81.3300,0.9097
2012-04-26,1.3232,1.6188,6.3054,80.7800,0.9081
2012-04-27,1.3248,1.6239,6.3093,80.4800,0.9066
2012-04-30,1.3229,1.6225,6.2790,79.8100,0.9081
2012-05-01,1.3226,1.6221,6.3089,80.1700,0.9087
2012-05-02,1.3154,1.6193,6.3070,80.1900,0.9135
2012-05-03,1.3147,1.6185,6.3052,80.3600,0.9138
2012-05-04,1.3091,1.6148,6.3059,79.8400,0.9176
2012-05-07,1.3052,1.6192,6.3074,79.8800,0.9204
2012-05-08,1.3015,1.6159,6.3076,79.7900,0.9228
2012-05-09,1.2954,1.6130,6.3096,79.6400,0.9272
2012-05-10,1.2959,1.6161,6.3140,79.9100,0.9269
2012-05-11,1.2937,1.6080,6.3097,79.8600,0.9283
2012-05-14,1.2847,1.6116,6.3210,79.8300,0.9349
2012-05-15,1.2769,1.6025,6.3176,80.0900,0.9405
2012-05-16,1.2730,1.5933,6.3227,80.3200,0.9435
2012-05-17,1.2709,1.5823,6.3247,79.2600,0.9450
2012-05-18,1.2721,1.5788,6.3245,79.1400,0.9442
2012-05-21,1.2769,1.5790,6.3277,79.3100,0.9406
2012-05-22,1.2735,1.5775,6.3223,79.9800,0.9431
2012-05-23,1.2569,1.5691,6.3343,79.3300,0.9555
2012-05-24,1.2583,1.5698,6.3449,79.4700,0.9558
2012-05-25,1.2518,1.5648,6.3439,79.6400,0.9592
2012-05-28,ND,ND,ND,ND,ND
2012-05-29,1.2488,1.5630,6.3478,79.4400,0.9617
2012-05-30,1.2405,1.5532,6.3574,78.9300,0.9682
2012-05-31,1.2364,1.5405,6.3684,78.2900,0.9713
2012-06-01,1.2420,1.5383,6.3692,78.2100,0.9671
2012-06-04,1.2495,1.5382,6.3641,78.3000,0.9610
2012-06-05,1.2437,1.5355,6.3670,78.5700,0.9656
2012-06-06,1.2535,1.5475,6.3634,79.1100,0.9579
2012-06-07,1.2568,1.5557,6.3634,79.6700,0.9558
2012-06-08,1.2482,1.5433,6.3700,79.4700,0.9620
2012-06-11,1.2504,1.5515,6.3690,79.5000,0.9604
2012-06-12,1.2477,1.5562,6.3703,79.4400,0.9624
2012-06-13,1.2596,1.5557,6.3685,79.3500,0.9533
2012-06-14,1.2608,1.5533,6.3702,79.2900,0.9525
2012-06-15,1.2633,1.5654,6.3649,78.6500,0.9506
2012-06-18,1.2578,1.5665,6.3539,78.9500,0.9547
2012-06-19,1.2692,1.5732,6.3542,78.9200,0.9461
2012-06-20,1.2703,1.5750,6.3597,79.5400,0.9453
2012-06-21,1.2586,1.5633,6.3644,80.1800,0.9542
2012-06-22,1.2545,1.5582,6.3644,80.5200,0.9572
2012-06-25,1.2480,1.5555,6.3631,79.5000,0.9621
2012-06-26,1.2471,1.5620,6.3626,79.4600,0.9630
2012-06-27,1.2457,1.5549,6.3561,79.8300,0.9642
2012-06-28,1.2433,1.5503,6.3570,79.3500,0.9661
2012-06-29,1.2668,1.5686,6.3530,79.8100,0.9485
2012-07-02,1.2584,1.5679,6.3487,79.4200,0.9544
2012-07-03,1.2620,1.5702,6.3519,79.7700,0.9517
2012-07-04,ND,ND,ND,ND,ND
2012-07-05,1.2384,1.5531,6.3557,79.9500,0.9698
2012-07-06,1.2283,1.5480,6.3640,79.6100,0.9777
2012-07-09,1.2299,1.5507,6.3709,79.6600,0.9764
2012-07-10,1.2255,1.5506,6.3654,79.4400,0.9798
2012-07-11,1.2244,1.5532,6.3682,79.7000,0.9808
2012-07-12,1.2199,1.5425,6.3732,79.2900,0.9843
2012-07-13,1.2232,1.5550,6.3789,79.2000,0.9817
2012-07-16,1.2267,1.5635,6.3784,78.8000,0.9791
2012-07-17,1.2234,1.5613,6.3725,79.0400,0.9818
2012-07-18,1.2261,1.5636,6.3690,78.7900,0.9795
2012-07-19,1.2257,1.5719,6.3724,78.6000,0.9798
2012-07-20,1.2176,1.5630,6.3734,78.4900,0.9863
2012-07-23,1.2126,1.5512,6.3856,78.3800,0.9904
2012-07-24,1.2062,1.5521,6.3857,78.1900,0.9957
2012-07-25,1.2132,1.5479,6.3879,78.2100,0.9899
2012-07-26,1.2280,1.5683,6.3839,78.2400,0.9780
2012-07-27,1.2370,1.5728,6.3807,78.5500,0.9709
2012-07-30,1.2250,1.5694,6.3792,78.2000,0.9804
2012-07-31,1.2315,1.5686,6.3610,78.1000,0.9753
2012-08-01,1.2299,1.5596,6.3680,78.1900,0.9767
2012-08-02,1.2149,1.5500,6.3671,78.2200,0.9886
2012-08-03,1.2390,1.5650,6.3721,78.6000,0.9697
2012-08-06,1.2422,1.5625,6.3738,78.1700,0.9669
2012-08-07,1.2422,1.5658,6.3664,78.7100,0.9672
2012-08-08,1.2364,1.5659,6.3610,78.4400,0.9714
2012-08-09,1.2278,1.5623,6.3579,78.6400,0.9781
2012-08-10,1.2298,1.5679,6.3599,78.2400,0.9764
2012-08-13,1.2339,1.5690,6.3611,78.3400,0.9733
2012-08-14,1.2329,1.5692,6.3586,78.8200,0.9742
2012-08-15,1.2288,1.5686,6.3619,78.8900,0.9774
2012-08-16,1.2356,1.5738,6.3659,79.2500,0.9719
2012-08-17,1.2315,1.5697,6.3580,79.5000,0.9752
2012-08-20,1.2343,1.5707,6.3592,79.4100,0.9730
2012-08-21,1.2472,1.5788,6.3559,79.4300,0.9630
2012-08-22,1.2472,1.5800,6.3515,79.1900,0.9628
2012-08-23,1.2583,1.5882,6.3535,78.4600,0.9542
2012-08-24,1.2533,1.5815,6.3542,78.6500,0.9581
2012-08-27,1.2514,1.5800,6.3558,78.6700,0.9597
2012-08-28,1.2564,1.5828,6.3525,78.5000,0.9558
2012-08-29,1.2538,1.5839,6.3513,78.7200,0.9578
2012-08-30,1.2497,1.5794,6.3494,78.5500,0.9608
2012-08-31,1.2578,1.5864,6.3484,78.3000,0.9546
2012-09-03,ND,ND,ND,ND,ND
2012-09-04,1.2566,1.5889,6.3465,78.3500,0.9558
2012-09-05,1.2603,1.5907,6.3489,78.3400,0.9548
2012-09-06,1.2626,1.5922,6.3428,78.9600,0.9539
2012-09-07,1.2796,1.6016,6.3428,78.1400,0.9452
2012-09-10,1.2795,1.6009,6.3375,78.2400,0.9438
2012-09-11,1.2858,1.6071,6.3349,77.7800,0.9387
2012-09-12,1.2894,1.6111,6.3261,77.8600,0.9376
2012-09-13,1.2912,1.6125,6.3294,77.4100,0.9395
2012-09-14,1.3142,1.6244,6.3145,78.2200,0.9250
2012-09-17,1.3125,1.6263,6.3170,78.6800,0.9266
2012-09-18,1.3051,1.6251,6.3187,78.5900,0.9288
2012-09-19,1.3065,1.6219,6.3091,78.4000,0.9266
2012-09-20,1.2948,1.6198,6.3036,78.3000,0.9336
2012-09-21,1.2990,1.6251,6.3051,78.1700,0.9327
2012-09-24,1.2909,1.6199,6.3090,77.9000,0.9371
2012-09-25,1.2945,1.6232,6.3057,77.9100,0.9348
2012-09-26,1.2852,1.6145,6.3015,77.7800,0.9401
2012-09-27,1.2874,1.6217,6.3021,77.6200,0.9388
2012-09-28,1.2856,1.6132,6.2848,77.9200,0.9400
2012-10-01,1.2900,1.6142,6.2840,78.0000,0.9376
2012-10-02,1.2951,1.6186,6.2840,78.0100,0.9342
2012-10-03,1.2909,1.6077,6.2840,78.5700,0.9382
2012-10-04,1.3001,1.6165,6.2840,78.4400,0.9316
2012-10-05,1.3059,1.6196,6.2840,78.6600,0.9284
2012-10-08,ND,ND,ND,ND,ND
2012-10-09,1.2876,1.5987,6.2877,78.2300,0.9400
2012-10-10,1.2888,1.6007,6.2831,78.2600,0.9392
2012-10-11,1.2928,1.6028,6.2765,78.4400,0.9353
2012-10-12,1.2946,1.6075,6.2670,78.3100,0.9334
2012-10-15,1.2950,1.6069,6.2700,78.7600,0.9330
2012-10-16,1.3036,1.6101,6.2637,78.9200,0.9273
2012-10-17,1.3133,1.6165,6.2540,78.7400,0.9217
2012-10-18,1.3106,1.6141,6.2501,79.2400,0.9225
2012-10-19,1.3022,1.6003,6.2533,79.2600,0.9286
2012-10-22,1.3063,1.6028,6.2543,79.8400,0.9263
2012-10-23,1.2971,1.5932,6.2478,79.7900,0.9328
2012-10-24,1.2946,1.6015,6.2478,79.8200,0.9342
2012-10-25,1.2958,1.6119,6.2416,80.0400,0.9336
2012-10-26,1.2938,1.6098,6.2480,79.6300,0.9348
2012-10-29,1.2906,1.6025,6.2384,79.8100,0.9366
2012-10-30,1.2979,1.6083,6.2396,79.5800,0.9309
2012-10-31,1.2958,1.6111,6.2372,79.9400,0.9311
2012-11-01,1.2937,1.6142,6.2393,80.1400,0.9326
2012-11-02,1.2848,1.6036,6.2411,80.5300,0.9396
2012-11-05,1.2790,1.5977,6.2452,80.1700,0.9434
2012-11-06,1.2818,1.5985,6.2454,80.2800,0.9424
2012-11-07,1.2759,1.5975,6.2435,79.8500,0.9454
2012-11-08,1.2740,1.5979,6.2427,79.7400,0.9462
2012-11-09,1.2715,1.5912,6.2450,79.4600,0.9483
2012-11-12,ND,ND,ND,ND,ND
2012-11-13,1.2716,1.5885,6.2260,79.4200,0.9470
2012-11-14,1.2740,1.5849,6.2250,80.2000,0.9450
2012-11-15,1.2783,1.5865,6.2329,81.1600,0.9418
2012-11-16,1.2715,1.5866,6.2354,81.2800,0.9472
2012-11-19,1.2806,1.5908,6.2343,81.1800,0.9404
2012-11-20,1.2814,1.5927,6.2324,81.7200,0.9403
2012-11-21,1.2816,1.5936,6.2300,82.3600,0.9394
2012-11-22,ND,ND,ND,ND,ND
2012-11-23,1.2959,1.6032,6.2275,82.3400,0.9296
2012-11-26,1.2966,1.6014,6.2253,82.1100,0.9284
2012-11-27,1.2940,1.6028,6.2221,82.2300,0.9310
2012-11-28,1.2923,1.5997,6.2273,81.8400,0.9313
2012-11-29,1.2953,1.6026,6.2281,82.0600,0.9293
